id,platform,address,provisional_name,category,confidence,status,known_callers,known_callees,key_globals,correspondence_id,evidence,notes
WIN-FN-087,windows,0x00415FA0,update_trajectory_groups,gameplay/trajectory,high,established,state-2 gameplay orchestrator 0x0040BAB9,crt_rand; trajectory/entity helpers,trajectory_group_pool; trajectory_group_count; active_trajectory_group_count; X/Y/AUX arrays; score/progress; processed Drone count,,"Modes 0/1/2/10, +0x02 active count, +0x0C/+0x0E stagger, +0x10 activated count, path/acquisition/AUX and breakaway fixed-point paths established",Mode 2 retires following entities on path wrap; mode 10 performs accelerated offscreen fly-off. Common entity scratch offsets are family-contextual.
WIN-FN-090,windows,0x0041D220,trigger_drone_detonation_sequence,gameplay/drone/effects,high,established,state-2 destructive Drone path at 0x0040BF7F,audio/effect helpers; framebuffer/presentation helpers,drone_target_entity; drone_detonation_tick; drone_detonation_center_x/y; total_score; extra_life_progress,,Centers the detonation on the Drone entity; sets activity 2; resets detonation tick/settlement fields; applies -1000 score floor and clears extra-life progress,Starts the same destruction sequence later updated by 0x0041E4D0.
WIN-FN-091,windows,0x0041E4D0,update_drone_detonation_effect,gameplay/drone/effects,high,established,state-2 orchestrator call site 0x0040DEE4,crt_rand; spawn_explosion_sprite,gameplay_substep_phase argument; drone_target_entity; drone_detonation_tick; drone_detonation_center_x/y; software framebuffer,,"Runs only for phase 0, detonation tick >25 and Drone activity 2; emits explosions around the captured center and performs direct framebuffer detonation distortion/fade work","At tick 329 resets Drone +0x32 settlement field; once tick is >329 it increments that field on phase-0 calls, feeding the later >70 progression gate."
WIN-FN-092,windows,0x00402B40,update_debris_particle_groups,gameplay/effects,high,established,state-2 collision/effect region 0x0040F06A,crt_rand,debris particle group pool 0x00472B00; active-group count 0x004D95E8,,"Iterates active 0x61C groups and 0x18-byte records; updates position/velocity, screen retirement, gravity, lifetime/code transitions and group teardown",Clean deterministic record step in gameplay/debris_effects.cpp takes the two random rolls explicitly.
WIN-FN-093,windows,0x00402CA0,render_debris_particle_groups,render/effects,high,established,state-2 render region 0x004108BD,,software framebuffer; row-offset table; debris particle groups 0x00472B00; secondary group 0x00440FF8,,Plots active 0x18-byte particle records directly into the indexed framebuffer using their visual code and the y*320 row table,Presentation-side consumer of the particle state updated by WIN-FN-092/094.
WIN-FN-094,windows,0x00402EF0,update_secondary_debris_particle_group,gameplay/effects,high,established,state-2 collision/effect region,crt_rand,secondary debris active flag 0x00440FF8; active count 0x00440FFA,,"Same 0x18-byte particle shape; position update, screen retirement, rand()%10<3 gravity, age every update, post-threshold code decrement",Clean deterministic record step in gameplay/debris_effects.cpp.
WIN-FN-095,windows,0x00402FC0,entity_hitbox_overlaps_sprite_rect,gameplay/collision,high,established,multiple state-2 collision paths around 0x0040EE0B and 0x0040F5C5,,common 0x154 entity fields,,Asymmetric broad-phase overlap: first entity uses centered +0x28/+0x2A collision extents; second uses full +0x20/+0x22 sprite rectangle; comparisons inclusive,Clean implementation in gameplay/collision.cpp.
WIN-FN-096,windows,0x004032C0,update_junk_wheel_debris_sprites,gameplay/effects,high,established,state-2 collision/effect tail 0x0040FEC9,update_debris_sprite_entity,junk1 pool 0x0042FCA0; junk2 pool 0x00431090; wheel pool 0x0045A9B8,,Walks three parallel 15-entry 0x154 entity pools and updates each active entry,"Assets/dimensions map to junk1.jba 7x7, junk2.jba 12x9, wheel.jba 5x5."
WIN-FN-097,windows,0x00403330,update_debris_sprite_entity,gameplay/effects,high,established,update_junk_wheel_debris_sprites,crt_rand,common entity velocity/dimensions/frame/activity fields,,"Adds +0x10/+0x14 velocity, retires when sprite leaves fully-on-screen bounds, rare downward acceleration, and signed-byte +0x32 frame stepping with wrap",Clean deterministic step in gameplay/debris_effects.cpp.
WIN-FN-098,windows,0x004033D0,compose_scrolling_world_viewport,render/world,high,established,ordinary state-2 render boundary 0x004100D8,,world scroll row 0x004D9590; scenery buffer 0x004D9598; software framebuffer 0x004D9594,,Copies a 320x200 viewport from the 320x600 scenery stack; starts 0..400 are contiguous and 401..599 split/wrap at world row 600,Bounds-safe clean implementation in fidelity/world_viewport.cpp.
WIN-FN-099,windows,0x00403460,blit_entity_scaled_transparent,render/entity,high,established,state-2 render calls including 0x00410C3E/0x00410C8D,blit_sprite_scaled_transparent_clipped,common entity +0x24/+0x26 destination dimensions,,"Wrapper builds destination rectangle [x,y,x+render_width,y+render_height] from entity fields and delegates to scaled transparent blitter",Promotes +0x24/+0x26 rendering semantics.
WIN-FN-100,windows,0x00413940,blit_sprite_scaled_transparent_clipped,render,high,established,blit_entity_scaled_transparent,,software framebuffer; row-offset table; common entity frame pixels/current frame,,Nearest-neighbor 16.16 scaled indexed-sprite blit with 320x200 clipping and palette index zero transparency,Distinct from unscaled 0x00401660 but shares the same transparent-pixel rule.
WIN-FN-101,windows,0x0041CDF0,trigger_player_destruction_sequence,gameplay/player/effects,high,established,state-2 collision paths including 0x0040F52A and 0x0040F601,effect/debris/audio helpers,player entity; respawn/death counters; effect pools,,Starts player destruction visuals/state after a lethal collision; does not itself decrement lives,Life consumption remains deferred to the separately recovered settlement gate.
WIN-FN-102,windows,0x0041EBE0,render_drone_detonation_radial_noise,render/drone/effects,high,established,state-2 detonation render calls 0x004109AA/0x004109C9,crt_rand,software framebuffer; row-offset table; drone detonation center/tick,,Draws clipped randomized radial/mirrored indexed points around the captured Drone detonation center; palette values are 0x32 + rand()%11,Presentation companion to trigger/update Drone detonation functions.
WIN-FN-103,windows,0x00403560,compose_ordering_information_world_background,render/ui/world,high,established,run_ordering_information 0x0041B95D,,world scroll row 0x004D9590; scenery buffer 0x004D9598; software framebuffer 0x004D9594,,Copies 145 cyclic scenery rows into framebuffer rows 35..179; contiguous for scroll rows 0..455 and split/wrap for 456..599,Only canonical direct caller is the Ordering Information modal; distinct from the 200-row gameplay compositor 0x004033D0.
WIN-FN-104,windows,0x004174A0,confirm_input_pressed,input/ui,high,established,result screen; modal presentation loops,joystick event helper 0x00420720,joystick-active state,,Returns accepted confirmation for VK_RETURN or an accepted joystick event; result path consults it only after the 58-present lock expires,Reusable modal confirmation helper; exact keyboard source is Win32 virtual-key state.
WIN-FN-105,windows,0x00404720,run_completion_credits,ui/credits,high,established,post-game perfect Mothership-completion branch,JBA/WAV load/presentation/audio helpers,game_state_raw; software framebuffer/palette resources,,"References credits.wav, credit1.jba and credit2.jba; invoked iff six Drones are disarmed and Mothership core completion state is 2",Runs after high-score handling on the compiled perfect endgame path.
WIN-FN-107,windows,0x00420090,normalize_joystick_gameplay_actions,input/gameplay,high,established,state-2 0x0040BAFD,poll_directinput_joystick_state,0x004D95A0; 0x0053C428; 0x00438C20; 0x004D6430; 0x00464B30; 0x004D850C; 0x004D95A8..0x004D95B4,CORR-INPUT-001,Compares lX/lY against +/-0x168 and maps four configured button indices from DIJOYSTATE button array to per-action bytes,Executed once near the start of each Win32 state-2 update.
DOS-FN-022,dos,0x0006BAD0,normalize_gameport_button_actions,input/gameplay,high,established,active gameplay 0x00077753,port 0x201 read,data 0x50..0x53 configured mappings; data 0x54..0x57 normalized actions,CORR-INPUT-001,Clears four action bytes then compares inverted game-port button sample against four configured mapping bytes,Runtime consumers establish 0x54 rapid; 0x55 load/cycle; 0x56 launch; 0x57 shield.
DOS-FN-023,dos,0x0006BB4C,normalize_gameport_horizontal_actions,input/gameplay,high,established,active gameplay 0x0007774E,port 0x201 timing loop,data 0x00083883 left; data 0x00083885 right; calibration scalars,CORR-INPUT-001,Times game-port horizontal axis and emits independent left/right bytes; no-gameport path copies extended Left/Right key states,Cross-build counterpart of Win32 independent joystick-left/right normalization.
DOS-FN-024,dos,0x0006BC10,normalize_gameport_vertical_actions,input/platform,medium,established,joystick/menu/calibration consumers including 0x00081D73/0x000835D3/0x00085AF7,port 0x201 timing loop,data 0x00083884; data 0x00083886; vertical calibration scalars,,Same calibrated timing structure as 0x0006BB4C using game-port axis bit 1 and separate normalized direction bytes,Physical DOS joystick helper; direct active-gameplay ownership of vertical player motion is not overclaimed.
WIN-FN-108,windows,0x00401570,draw_bitmap_glyph_mask,render/ui/font,high,established,draw_bitmap_text 0x00401470,,software framebuffer; FONT2 descriptor,,Treats zero mask pixels as transparent and writes caller palette index for non-zero mask bytes,Per-glyph FONT2 mask renderer.
WIN-FN-109,windows,0x004015D0,extract_font2_glyph_mask,render/ui/font,high,established,draw_bitmap_text FONT2 lazy init,,FONT2 descriptor; decoded font2.jba pixels,CORR-TEXT-001,Copies width bytes for height rows from a 320-byte source stride into descriptor mask_pixels,Exact 7x5 FONT2 cache extractor in canonical use.
WIN-FN-110,windows,0x00401630,allocate_bitmap_record_pixels,render/ui/memory,high,established,draw_bitmap_text FONT2 lazy init,crt_malloc_like,FONT2 descriptor +0x10,CORR-TEXT-001,Allocates width*height+1 and stores returned pointer at descriptor +0x10,Canonical FONT2 call uses 7*5+1 = 36 bytes.
DOS-FN-025,dos,0x000809B0,draw_bitmap_text,render/ui/font,high,established,DOS menus/status rendering,load_jba_320x200; extract_font2_glyph_mask; draw_bitmap_glyph_mask,FONT2 table data 0x6F80; init flag data 0x100,CORR-TEXT-001,FONT2.JBA LE xref; initializes 64 x 0x14 descriptors then indexes by character-0x20,Exact DOS architectural counterpart to Win32 0x00401470.
DOS-FN-026,dos,0x00083CB0,draw_bitmap_glyph_mask,render/ui/font,high,established,draw_bitmap_text 0x000809B0,,DOS framebuffer; FONT2 descriptor,CORR-TEXT-001,Iterates descriptor width/height and writes caller color for non-zero mask pixels,Per-glyph DOS mask renderer.
DOS-FN-027,dos,0x000694EC,extract_font2_glyph_mask,render/ui/font,high,established,draw_bitmap_text FONT2 lazy init,,FONT2 descriptor; decoded FONT2.JBA pixels,CORR-TEXT-001,Copies descriptor width/height from 320-byte-stride source into contiguous mask buffer,Matches Win32 0x004015D0.
DOS-FN-028,dos,0x0006958C,allocate_bitmap_record_pixels,render/ui/memory,high,established,draw_bitmap_text FONT2 lazy init,watcom_malloc_like,FONT2 descriptor +0x10,CORR-TEXT-001,Allocates width*height+1 and stores pointer at descriptor +0x10,Matches Win32 0x00401630.
DOS-FN-029,dos,0x000695AC,release_bitmap_record_pixels,render/ui/memory,medium,established,static ownership/helper corpus,watcom_free_like,bitmap descriptor +0x10,,Frees descriptor pixel pointer through Watcom free helper,Semantic helper established; no direct static call tying it specifically to FONT2 lifetime is claimed.
DOS-FN-030,dos,0x00068220,sprite_entity_init,render/entity,high,established,DOS object-pool setup,runtime float-to-int helper,0x14F entity,CORR-SPRITE-001,"Initializes common DOS 0x14F entity fields, writes dimensions/collision extents, clears 32 frame pointers and establishes tail/activity defaults",Exact DOS architectural counterpart of Win32 0x00401780 with shifted frame/tail layout
DOS-FN-031,dos,0x000682D0,sprite_entity_release_frames,asset/memory,high,established,DOS object teardown paths,watcom_free_like,0x14F entity +0x3E frame table/+0x13F count,CORR-SPRITE-001,Frees frame pointers from +0x3E up to loaded frame count +0x13F,Exact lifecycle counterpart to Win32 0x00401820
DOS-FN-032,dos,0x00068300,blit_sprite_transparent_clipped,render,high,established,DOS gameplay/render paths,,DOS framebuffer; 0x14F entity,CORR-SPRITE-001,Clipped transparent sprite blit; selects +0x3E frame pointer using current frame +0x13E and skips source pixel zero,Exact semantic counterpart to Win32 0x00401660 with DOS layout offsets
DOS-FN-033,dos,0x000684D0,entity_collision_overlap,gameplay/collision,high,established,DOS state-2 collision paths,,0x14F entity collision fields,CORR-SPRITE-001,Collision helper consumes common entity dimensions/extents and is used by later +0x30/+0x31 damage/destruction path,Strengthens field-level DOS/Win entity-family correspondence
WIN-FN-111,windows,0x00403490,advance_generic_gameplay_palette_animation,render/palette,high,established,state-2 0x00411402,crt_rand,working dynamic palette records from 0x00455B88,,Visits 64..170/192..213/224..233; active RGB stepping and blue bound/stop control; inactive rand()%100<2 activation,State-2 caller gates it to gameplay phase 2 and late settled non-Mothership conditions
WIN-FN-112,windows,0x0041EE90,advance_gameplay_palette_effect_bands,render/palette,high,established,state-2 0x00411448,,working dynamic palette records from 0x00455B88,,"Exact four-band update loops for indices 110..112,96..102,128..148,103..109",Purpose-built first-objective palette animation; distinct from generic 0x00403490 kernel
WIN-FN-113,windows,0x0041EFE0,initialize_gameplay_palette_effect_bands,render/palette,high,established,state-2 0x0041141F,crt_rand,working dynamic palette records from 0x00455B88,,Seeds exact RGB colors plus rand-derived phases/steps/toggles/periods for four recovered bands,Called when first-objective palette settlement counter equals 61; caller advances that counter to 62
