id,platform,address,provisional_name,type_or_width,confidence,status,known_writers,known_readers,evidence,notes
WIN-GL-097,windows,0x00438C18,lid_top_boss_retro1_sound,DirectSound buffer handle,high,established,load_lid_top_boss_assets,boss init/update/release,Loaded from literal retro1.wav at 0x004173FC..0x0041741B,Volume set to 70
WIN-GL-098,windows,0x0042EFEC,lid_top_boss_level1_sound,DirectSound buffer handle,high,established,load_lid_top_boss_assets,boss update/release,Loaded from literal level1.wav at 0x0041741E..0x0041743D,Volume set to 90; filename is evidence but does not by itself prove boss ordinal
WIN-GL-099,windows,0x004D9598,world_scenery_buffer,pointer to 192000-byte indexed buffer,high,established,allocation/session setup; scenery transition loaders copy decoded JBA pixels,scroll/world presentation paths,"Top/mid/bottom JBA copies land at +0, +0xFA00, +0x1F400; each block exactly 64000 bytes",Three logical 320x200 screens
WIN-GL-100,windows,0x00467538,gemini_body_a,0x154-byte common entity root,high,established,Gemini constructor/loader/initializer,Gemini update/render/collision,56x41 body; receives 30-frame bank from Gemini1/2,Body B shares the recovered frame-pointer bank.
WIN-GL-101,windows,0x00467690,gemini_body_b,0x154-byte common entity root,high,established,Gemini constructor/initializer and shared-frame copy,Gemini update/render/collision,Second 56x41 body; frame pointers copied/shared from body A,Symmetric combat branch.
WIN-GL-102,windows,0x00464D40,gemini_head_a,0x154-byte common entity root,high,established,Gemini constructor/loader,Gemini update/render/collision,43x34 head; populated from Gemhead.jba,Head B shares recovered head frame.
WIN-GL-103,windows,0x00464E98,gemini_head_b,0x154-byte common entity root,high,established,Gemini constructor/shared-frame setup,Gemini update/render/collision,Second 43x34 head entity,Paired with head A.
WIN-GL-104,windows,0x004D95BC,gemini_boss_assets_loaded,byte guard,high,established,load_gemini_boss_assets / release_gemini_boss_assets,same resource lifecycle,Loader sets 1 at 0x00406180; release clears at 0x004061D0,
WIN-GL-105,windows,0x00464BE8,bomber_boss_root_entity,0x154-byte common entity root,high,established,Bomber initializer/update,Bomber update/render/collision,Central composite root; +0x142 state at 0x00464D2A,
WIN-GL-106,windows,0x00464D2A,bomber_boss_state,common entity +0x142 byte,high,established,Bomber init/special collision/destruction,Bomber update state branches,State2 drives destruction progression,Not freestanding; root+0x142.
WIN-GL-107,windows,0x00464C1C,bomber_boss_destruction_counter,common entity +0x34 signed 16-bit scratch,high,established,special collision reset; state2 increment,threshold compare in update_bomber_boss,Counter 60 triggers +100 destruction milestone,Update/progression count.
WIN-GL-108,windows,0x004D95C8,bomber_boss_assets_loaded,byte guard,high,established,load/release Bomber assets,same lifecycle,Loader sets guard; release clears guard,Registered resources absent from shareware corpus.
WIN-GL-109,windows,0x004402D0,spidey_boss_root_entity,0x154-byte common entity root,high,established,Spidey initializer/update,Spidey update/render/collision,Central composite root; +0x142 at 0x00440412,
WIN-GL-110,windows,0x00440412,spidey_boss_state,common entity +0x142 byte,high,established,Spidey init/special collision/destruction,Spidey state branches,State2 drives destruction progression,Not freestanding; root+0x142.
WIN-GL-111,windows,0x00440304,spidey_boss_destruction_counter,common entity +0x34 signed 16-bit scratch,high,established,special collision reset; state2 increment,threshold compare in update_spidey_boss,Counter 45 triggers +100 destruction milestone,Update/progression count.
WIN-GL-112,windows,0x004D95C4,spidey_boss_assets_loaded,byte guard,high,established,load/release Spidey assets,same lifecycle,0x00415C80 sets 1; 0x00415F40 clears 0,Registered resources absent from shareware corpus.
WIN-GL-113,windows,0x0047EA80,registered_boss_slot2_root_entity,0x154-byte common entity root,high,established,slot2 initializer/update,slot2 update/render/collision,Central dormant registered boss root; +0x142 at 0x0047EBC2,Proper identity unresolved.
WIN-GL-114,windows,0x0047EBC2,registered_boss_slot2_state,common entity +0x142 byte,high,established,slot2 init/special collision/destruction,slot2 state branches,State2 drives destruction progression,Not freestanding; root+0x142.
WIN-GL-115,windows,0x0047EAB4,registered_boss_slot2_destruction_counter,common entity +0x34 signed 16-bit scratch,high,established,special collision reset; state2 increment,threshold compare in update_registered_boss_slot2,Counter 45 triggers +100 destruction milestone,Update/progression count.
WIN-GL-116,windows,0x004D95C0,registered_boss_slot2_assets_loaded,byte guard,high,partial,no established writer sets 1 in canonical shareware PE,release_registered_boss_slot2_assets tests/clears it,Guarded release path survives but dedicated loader is absent/unidentified,Absence is evidence-set specific; retail build may supply writer/loader.
DOS-GL-002,dos,data offset 0x0004CE84,demo_recording_enabled,32-bit scalar flag,high,established,0x000781D4 sets 1 on recording path; canonical initialization/reset paths clear,gameplay input/event writers; replay-index increment gate,When nonzero live gameplay writes accepted controls/checkpoints into replay arrays; 0x00077C34-0x00077C46 advances replay index when this or playback mode is 1,DOS semantic counterpart of Win32 0x00466B00.
DOS-GL-003,dos,data offset 0x0004CE88,demo_playback_mode,32-bit scalar flag,high,established,attract/demo launch paths including 0x0008347C set 1; session initialization clears,gameplay control substitution and replay channel consumers; replay-index increment gate,Demo launch loads canonical Demo*.dat then sets this flag; gameplay uses replay arrays instead of live input when value == 1,DOS semantic counterpart of Win32 0x00440594.
DOS-GL-004,dos,data offset 0x0004CE8C,demo_frame_index,32-bit scalar,high,established,0x000776A3/0x000781DE reset to 0; 0x00077C46 increments once per active gameplay iteration during playback/recording,all DOS replay channel consumers; terminal comparison at 0x000782E0,Same pre-increment clock and 0x82F terminal threshold as Win32 0x0047EBD4,Physical DAT files contain 2101 records; executable terminal cutoff is index 2095.
WIN-GL-120,windows,0x0053C4D8,gameplay_substep_phase,32-bit signed scalar,high,established,state-2 update site 0x0040C001..0x0040C01D; reused outside active play as scratch in post-game/menu region,trajectory updater and many state-2 phase gates,Canonical active-gameplay cycle is 0->1->2->3->0; phase 2 gates selected slower work,Semantic name applies to active state-2 lifetime; later code can reuse the storage after gameplay.
WIN-GL-121,windows,0x004462F0,generated_trajectory_402_descriptor,three adjacent X/Y/AUX pointer slots,high,established,startup allocator/generator 0x004087EB..0x004088B7,trajectory group 14 header; group14 and group15 static seed initialization,X/Y allocations are 0x334 bytes each and AUX 0x19A; group14 inclusive end 402,"Clean name describes observed group terminal index, not an original symbol."
WIN-GL-122,windows,0x004462E0,generated_trajectory_422_descriptor,three adjacent X/Y/AUX pointer slots,high,established,startup allocator/generator 0x004088B9..0x0040897C,trajectory group 15 header and runtime updater,X/Y allocations are 0x35C bytes each and AUX 0x1AE; group15 inclusive end 422,Group15 static inactive seed coordinates are anomalously read from 0x004462F0 instead.
WIN-GL-123,windows,0x0042B1B0,drone_detonation_tick,32-bit signed scalar,high,established,session init; state-2 per-update increment; trigger_drone_detonation_sequence reset,update_drone_detonation_effect; detonation render branch; late detonation completion gates,"Reset to 0 by 0x0041D220, incremented once per state-2 update to cap 330 at 0x0040C05A, and drives 0x0041E4D0/0x0041097A effects while Drone activity is 2",Initialized to 61 outside an active detonation; semantic name applies to the Drone destruction sequence.
WIN-GL-124,windows,0x004603A0,drone_detonation_center_x,32-bit coordinate scalar,high,established,trigger_drone_detonation_sequence,update_drone_detonation_effect; detonation framebuffer renderer,0x0041D220 stores Drone X plus half sprite width; 0x0041E4D0 uses it as the X center for randomized explosions and radial effect geometry,"Contextual detonation center, not a common entity field."
WIN-GL-125,windows,0x004603A4,drone_detonation_center_y,32-bit coordinate scalar,high,established,trigger_drone_detonation_sequence; update_drone_detonation_effect,update_drone_detonation_effect; detonation framebuffer renderer,0x0041D220 stores Drone Y plus half sprite height; 0x0041E4D0 increments it on eligible phase-0 effect updates before using it as the detonation center,The +1 drift per eligible effect update is original behavior.
WIN-GL-126,windows,0x004D9590,world_scroll_row,32-bit signed row index,high,established,game session init 0x00418206; state-2 phase-2 decrement/wrap; Ordering Information modal reset/decrement/wrap,compose_scrolling_world_viewport; compose_ordering_information_world_background,Complete PE xref set: gameplay initializes 599 and decrements on shared phase 2 with -1->599; state-7 modal resets 0 and decrements on its local phase 2,Exact ownership/cadence established; no semantic coupling to Drone entity Y at 0x00446084.
WIN-GL-127,windows,0x00472B00,debris_particle_group_pool,group pool; 0x61C stride,high,established,0x004027B0 debris emitter,0x00402B40 updater; 0x00402CA0 renderer,Group byte0 active; word+2 active record count; 0x18-byte records begin at group+4,Exact group capacity scalar is separate and need not be ABI-mirrored in clean code.
WIN-GL-128,windows,0x00440FF8,secondary_debris_group_active,8-bit active flag,high,established,secondary debris initializer around 0x004031B0,0x00402EF0 updater; 0x00402CA0 renderer,Set to 1 when secondary bank is initialized and cleared when active count reaches zero,Paired with WIN-GL-129.
WIN-GL-129,windows,0x00440FFA,secondary_debris_active_count,16-bit count,high,established,secondary debris initializer,0x00402EF0 updater,Decremented whenever an active secondary record retires; zero clears 0x00440FF8,Record capacity is shared with debris-particle scalar 0x0042B184.
WIN-GL-130,windows,0x0042FCA0,junk1_debris_sprite_pool,15 x 0x154 common entities,high,established,asset/pool init and junk1.jba frame extraction,0x004032C0/0x00403330 update; render loops,15 entries; 7x7 geometry; common activity/frame/velocity fields,Visual identity is executable-string plus frame-load evidence.
WIN-GL-131,windows,0x00431090,junk2_debris_sprite_pool,15 x 0x154 common entities,high,established,asset/pool init and junk2.jba frame extraction,0x004032C0/0x00403330 update; render loops,15 entries; 12x9 geometry; common activity/frame/velocity fields,Visual identity is executable-string plus frame-load evidence.
WIN-GL-132,windows,0x0045A9B8,wheel_debris_sprite_pool,15 x 0x154 common entities,high,established,asset/pool init and wheel.jba frame extraction,0x004032C0/0x00403330 update; render loops,15 entries; 5x5 geometry; common activity/frame/velocity fields,Visual identity is executable-string plus frame-load evidence.
WIN-GL-133,windows,0x0042F1FC,suppress_post_game_presentation,8-bit flag,high,established,gameplay session initialization clears; confirmed quit path and demo-terminal/abort path set 1,post-game result-screen gate; Ordering Information gate,0x004116C2 and 0x00411C62 skip presentation when nonzero; later high-score qualifier does not read this flag,Suppresses Results + Ordering Information only; not a high-score eligibility flag.
WIN-GL-134,windows,0x0044084C,alien_ships_hit,32-bit signed counter,high,established,alien-hit/scoring gameplay paths,post-game statistics; high-score percentage-hit insertion,Result screen renders it as Alien Ships Hit and computes 0x00446078 - value for Missed plus (value*100)/0x00446078 for Percentage Hit,Mission-wide counter preserved into post-game statistics.
WIN-GL-135,windows,0x00446078,alien_ships_total,32-bit signed counter,high,established,encounter/alien accounting paths,post-game statistics; high-score percentage-hit insertion,Result screen renders it as Total; computes Missed = total-hit and Percentage Hit = hit*100/total,Original arithmetic assumes nonzero total at result time.
WIN-GL-136,windows,0x0053C428,directinput_joystick_state,0x50-byte DIJOYSTATE-like buffer,high,established,poll_directinput_joystick_state,normalize_joystick_gameplay_actions,GetDeviceState receives size 0x50 and destination 0x0053C428; axes at +0/+4 and buttons begin +0x30,Platform-host state only.
WIN-GL-137,windows,0x004D95A0,joystick_input_active,8-bit flag,high,established,joystick configuration/setup paths,normalize_joystick_gameplay_actions; modal joystick handlers,0x00420090 returns immediately when zero and normalizes DirectInput state only when nonzero,"Controls joystick source availability, not semantic gameplay enablement."
WIN-GL-138,windows,0x00438C20,joystick_move_left,8-bit boolean,high,established,normalize_joystick_gameplay_actions,state-2 player left input,Set from lX < -360 and OR-tested after VK_LEFT,Independent Boolean; may coexist with right.
WIN-GL-139,windows,0x004D6430,joystick_move_right,8-bit boolean,high,established,normalize_joystick_gameplay_actions,state-2 player right input,Set from lX > +360 and OR-tested after VK_RIGHT,Independent Boolean; may coexist with left only if source synthesis permits it.
WIN-GL-140,windows,0x00464B30,joystick_move_up,8-bit boolean,high,established,normalize_joystick_gameplay_actions,state-2 player vertical input,Set from lY < -360 and OR-tested after A key,Not encoded in demo channels.
WIN-GL-141,windows,0x004D850C,joystick_move_down,8-bit boolean,high,established,normalize_joystick_gameplay_actions,state-2 player vertical input,Set from lY > +360 and OR-tested after Z key,Not encoded in demo channels.
WIN-GL-142,windows,0x004D95A8,joystick_rapid_fire,8-bit boolean,high,established,normalize_joystick_gameplay_actions,state-2 rapid missile input,DI button at configured index 0x004D95A4; OR-tested after Ctrl,Demo playback replaces this live source with replay channel 6.
WIN-GL-143,windows,0x004D95AC,joystick_special_load_cycle,8-bit boolean,high,established,normalize_joystick_gameplay_actions,state-2 special load/cycle input,DI button at configured index 0x0042B168; OR-tested after Down Arrow,Demo playback replaces this live source with replay channel 4.
WIN-GL-144,windows,0x004D95B0,joystick_special_launch,8-bit boolean,high,established,normalize_joystick_gameplay_actions,state-2 special launch input,DI button at configured index 0x0042B16C; OR-tested after Up Arrow,Demo playback replaces this live source with replay channel 3.
WIN-GL-145,windows,0x004D95B4,joystick_shield,8-bit boolean,high,established,normalize_joystick_gameplay_actions,state-2 shield input,DI button at configured index 0x0042B170; OR-tested after Space,Demo playback replaces this live source with replay channel 5.
WIN-GL-146,windows,0x004D95A4,joystick_rapid_fire_button_index,8-bit signed index,high,established,joystick configuration,normalize_joystick_gameplay_actions,Sign-extended then indexes DI button array 0x0053C458,Physical mapping configuration.
WIN-GL-147,windows,0x0042B168,joystick_special_load_cycle_button_index,8-bit signed index,high,established,joystick configuration,normalize_joystick_gameplay_actions,Sign-extended then indexes DI button array 0x0053C458,Physical mapping configuration.
WIN-GL-148,windows,0x0042B16C,joystick_special_launch_button_index,8-bit signed index,high,established,joystick configuration,normalize_joystick_gameplay_actions,Sign-extended then indexes DI button array 0x0053C458,Physical mapping configuration.
WIN-GL-149,windows,0x0042B170,joystick_shield_button_index,8-bit signed index,high,established,joystick configuration,normalize_joystick_gameplay_actions,Sign-extended then indexes DI button array 0x0053C458,Physical mapping configuration.
DOS-GL-005,dos,data offset 0x00000054,gameport_rapid_fire,8-bit boolean,high,established,normalize_gameport_button_actions,active gameplay rapid-fire input,0x0006BAD0 emits configured button match; 0x00078A1E consumes it as live rapid input,Replay channel 6 substitutes during demo playback.
DOS-GL-006,dos,data offset 0x00000055,gameport_special_load_cycle,8-bit boolean,high,established,normalize_gameport_button_actions,active gameplay special load/cycle input,0x0006BAD0 emits configured button match; 0x00078C2A consumes it with Down-key path,Replay channel 4 substitutes during demo playback.
DOS-GL-007,dos,data offset 0x00000056,gameport_special_launch,8-bit boolean,high,established,normalize_gameport_button_actions,active gameplay special launch input,0x0006BAD0 emits configured button match; 0x00078B49 consumes it with Up-key path,Replay channel 3 substitutes during demo playback.
DOS-GL-008,dos,data offset 0x00000057,gameport_shield,8-bit boolean,high,established,normalize_gameport_button_actions,active gameplay shield input,0x0006BAD0 emits configured button match; 0x00078952 consumes it with Space-key path,Replay channel 5 substitutes during demo playback.
DOS-GL-009,dos,data offset 0x00083883,gameport_move_left,8-bit boolean,high,established,normalize_gameport_horizontal_actions,active gameplay player-left input,0x0006BB4C axis timing/fallback emits it; active player path consumes it alongside live Left state,Replay channel 1 substitutes during demo playback.
DOS-GL-010,dos,data offset 0x00083885,gameport_move_right,8-bit boolean,high,established,normalize_gameport_horizontal_actions,active gameplay player-right input,0x0006BB4C axis timing/fallback emits it; active player path consumes it alongside live Right state,Replay channel 2 substitutes during demo playback.
WIN-GL-150,windows,0x00466C90,font2_glyph_table,64 x 0x14-byte descriptors,high,established,draw_bitmap_text lazy initialization; draw_bitmap_text destination x/y updates,draw_bitmap_text; draw_bitmap_glyph_mask; extract_font2_glyph_mask,0x00401497 initializes ESI=0x00466C90 and loops by 0x14 until 0x00467190,ASCII 0x20..0x5F maps to indices 0..63.
WIN-GL-151,windows,0x0042EFD0,font2_glyph_cache_initialized,32-bit boolean,high,established,draw_bitmap_text lazy initialization,draw_bitmap_text,0x00401470 tests flag; initialization tail writes 1,Prevents rebuilding the 64-glyph cache after first use.
DOS-GL-011,dos,data offset 0x00006F80,font2_glyph_table,64 x 0x14-byte descriptors,high,established,draw_bitmap_text lazy initialization; per-character destination updates,draw_bitmap_text and glyph helpers,0x000809DB seeds table base; initialization indexes index*0x14 and loops to 0x40,Exact layout counterpart to Win32 0x00466C90.
DOS-GL-012,dos,data offset 0x00000100,font2_glyph_cache_initialized,32-bit boolean,high,established,draw_bitmap_text lazy initialization,draw_bitmap_text,0x000809C3 reads; initialization completion writes 1,DOS lazy-init guard for FONT2 cache.
WIN-GL-152,windows,0x00441C20,base_palette_upload_base,biased base for 256 x 0x44 palette records,high,established,JBA/base palette loading paths,0x004011E0 palette upload; pause/restore and palette transition paths,Repeated caller source pointer; upload helper reads RGB at +8/+0xC/+0x10 per 0x44 stride,Corresponding RGB-record origin is source+8; clean engine stores a semantic 256-entry palette instead
WIN-GL-153,windows,0x00455B80,working_palette_upload_base,biased base for 256 x 0x44 dynamic palette records,high,established,state-2 fades; 0x00403490; 0x0041EE90; 0x0041EFE0; pause dim/restore,0x004011E0 state-2 palette uploads,State-2 uploads pass 0x00455B80; dynamic kernels index RGB-record origin 0x00455B88 with 0x44 stride,Historical record contains context-specific control fields; clean fidelity code separates RGB from effect state
WIN-GL-154,windows,0x00433548,drone_outcome_marker_entity,0x154-byte common entity root,high,established,session initialization; state-2 outcome-strip renderer updates Y/current frame,0x00411080 transparent sprite draw,miniprg/miniprb/miniprr load into frames 0..2; state2 loops six outcome bytes and positions root,Renderer supports raw values 1..3 -> frames 0..2; canonical gameplay currently establishes outcomes 0..2.
WIN-GL-155,windows,0x004666E8,special_target_reticle_entity,0x154-byte common entity root,high,established,target.jba loader; state-2 reticle positioning/clamping,0x004111A4 transparent sprite draw,17x13 constructor; target.jba frame; state1/state3 special HUD branch centers on selected target,"Original overflow handling compares against 302/186 then writes 301/185, preserving a one-pixel-inside clamp quirk."
WIN-GL-156,windows,0x0045A17A,special_miss_status_timer,signed 16-bit presentation timer,high,established,special projectile miss/out-of-bounds and suppression paths; state-2 HUD increment,state-2 activity0 special status branch,0x0040E0BE reset 0; 0x0040EC98/0x0041879B/0x0041D273 write 110; 0x0041126C..0x004112B3 displays MISS while <110,"Presentation-state timer, not special-weapon simulation ownership."
WIN-GL-157,windows,0x0045A17C,special_disarmed_status_timer,signed 16-bit presentation timer,high,established,state-2 DISARMING/DISARMED HUD branches,state-2 activity2 special status branch,0x00411359 writes 1 after DISARMING; 0x00411362..0x004113AE increments and displays DISARMED! while <200,Presentation-only completion-message hold timer.
WIN-GL-158,windows,0x00434D80,point_particle_bank,650 x 0x18-byte records,high,established,session initialization clears active bytes; many encounter/effect producers allocate records,state-2 direct point renderer; multiple update/spawn paths,0x00417BCC sets capacity 650 and clears +0x15 for every record; 0x0041043E loop renders +0x14 at fixed-point X/Y,Generic direct-pixel effect bank; distinct from grouped debris pools
WIN-GL-159,windows,0x0042B1A0,point_particle_capacity,32-bit scalar,high,established,initialize_gameplay_session writes 650,point-particle producers and renderer bound scans,0x00417BCC writes 0x28A; repeated free-slot scans compare active count/capacity,Canonical bank capacity is 650
WIN-GL-160,windows,0x004D95F0,point_particle_active_count,32-bit scalar,high,established,session reset; successful point-particle spawns increment; retirement paths decrement,spawn capacity guards and particle lifecycle paths,0x00417BED clears; spawn paths compare against 0x0042B1A0 then increment,Tracks live records in 0x00434D80 bank
WIN-GL-161,windows,0x00434C10,stinger_display_entity,0x154-byte common entity root,high,established,stinger.jba loader; special-weapon positioning paths,state-2 0x00410233 transparent sprite draw,Asset loader supplies six stinger.jba frames; special-weapon logic centers/positions this root relative to projectile state,Separate presentation entity from special projectile root 0x0045A148
WIN-GL-162,windows,0x00440E00,flare_entity,0x154-byte common entity root,high,established,flare.jba loader and gameplay/effect updates,state-2 0x004104B7 transparent sprite draw,flare.jba loaded into this entity with 12 frames,Presentation ownership established; broader gameplay semantics remain contextual
WIN-GL-163,windows,0x0045BDA8,chute_entity,0x154-byte common entity root,high,established,chute0/chute1/chute2 JBA loaders and encounter updates,state-2 0x004104D7 transparent sprite draw,Three chute sheets populate this entity frame bank,Conservative asset-derived chute identity
WIN-GL-164,windows,0x004673E0,retro_sprite_a,0x154-byte common entity root,high,established,retro.jba loader; state-2 phase-gated animation counter,state-2 0x004109D1 transparent sprite draw,First 12-frame retro.jba presentation root,Original gameplay name not asserted
WIN-GL-165,windows,0x00438C80,retro_sprite_b,0x154-byte common entity root,high,established,retro.jba loader; state-2 phase-gated animation counter,state-2 0x00410A14 transparent sprite draw,Second 12-frame retro.jba presentation root,Original gameplay name not asserted
WIN-GL-166,windows,0x00491CE0,player_destruction_explosion_entity,0x154-byte common entity root,high,established,player destruction sequence activates/centers root; startup copies frame pointer table from explode1 source,state-2 0x00410BA8 transparent sprite draw,27 frame pointers copied from 0x00446FC8+0x40 to this root+0x40; trigger_player_destruction_sequence owns activation,Shares explode1 artwork but is not the normal explosion pool
WIN-GL-167,windows,0x004605A0,secondary_impact_sprite_pool,15 x 0x154-byte common entities,medium,established lifecycle / asset source open,many boss/effect producers activate slots; state-2 update integrates motion/animation,state-2 0x00410BC4..0x00410C0B transparent sprite loop,15-slot pool update at 0x0040FEFC..; exact frame-source ownership not yet proven,Do not conflate with miniexp1 pool 0x00480318
WIN-GL-168,windows,0x0047E288,paired_fixed_actor_pool_a,6 x 0x154-byte common entities,medium,partial,paired-family update 0x00413BC0 writes/advances records,state-2 0x004103B9 loop draws active slots before paired B root,Six records initialized at 0x004082A2 with 0x154 stride,Proper family/asset identity remains intentionally open
WIN-GL-169,windows,0x0043F5F8,paired_fixed_actor_pool_b,6 x 0x154-byte common entities,medium,partial,paired-family update 0x00413BC0 positions records from family owner,state-2 0x004103B9 loop draws each active A then B record,Six records initialized in lockstep with 0x0047E288,Proper family/asset identity remains intentionally open
WIN-GL-170,windows,0x00480318,mini_explosion_effect_pool,110 x 0x154-byte common entities,high,established,miniexp1 initialization/emission paths; state-2 unscaled and scaled routing,0x004108xx unscaled path; 0x00410C15..0x00410C5A scaled path,state-2 scaled pass requires activity +0x142==1 and contextual +0x14E==1,Pool shares artwork/lifecycle between unscaled and scaled routes; clean renderer does not duplicate entities
WIN-GL-171,windows,0x00446FC8,explosion_effect_pool,165 x 0x154-byte common entities,high,established,explode1 initialization/emission paths; player-destruction frame copy source,state-2 unscaled and scaled routing,0x00410C5C..0x00410CA9 scaled pass requires activity +0x142==1 and contextual +0x14E==1,Capacity is established separately at 0x0042B174
WIN-GL-172,windows,0x00441A6A,objective_scaled_debris_active,8-bit boolean,high,established,session reset; Mothership destruction; Drone detonation,state-2 0x00410CAB scaled debris gate,Both objective-destruction producers set the same flag before seeding all three debris entities,Not Mothership-specific
WIN-GL-173,windows,0x00441928,objective_scaled_debris1_entity,0x154-byte common entity,high,established,debris1.jba loader; objective-destruction producers; state-2 position/frame update,state-2 0x00410CAB..0x00410D5D scaled draw,"25x18; 8 frames; initial velocity -3,+4; phase2 grows destination symmetrically",Shared by Mothership and Drone destruction
WIN-GL-174,windows,0x004417D0,objective_scaled_debris2a_entity,0x154-byte common entity,high,established,debris2a.jba loader; objective-destruction producers; state-2 position/frame update,state-2 0x00410D5D..0x00410DFD scaled draw,"27x17; 16 frames; initial velocity -5,-1; phase2 grows destination symmetrically",Shared by Mothership and Drone destruction
WIN-GL-175,windows,0x00441AC8,objective_scaled_debris3_entity,0x154-byte common entity,high,established,debris3.jba loader; objective-destruction producers; state-2 position/frame update,state-2 0x00410DFD..0x00410E9D scaled draw,"26x20; 16 frames; initial velocity +3,+1; phase2 grows destination symmetrically",Shared by Mothership and Drone destruction
WIN-GL-176,windows,0x004D95FC,gameplay_palette_fade_counter,32-bit scalar,high,established,session init clears; state-2 phase2 increments to 62,state-2 0x00410E9D..0x00410F34 palette fade; counter61 palette-band init handoff,0..60 render subtractive base-palette fade; 61 initializes gameplay bands; 62 settled,Presentation counter; not gameplay progression
WIN-GL-177,windows,0x0042F040,drone_outcome_cursor_entity,0x154-byte common entity,high,established,square.jba loader; session init; outcome transition target updates,state-2 0x004110A4..0x004110DC transparent draw,13x18 square.jba; x=2; current y starts159; contextual +0x1E is target y and drops by19/outcome,Current outcome-slot HUD cursor
WIN-GL-178,windows,0x0042F182,drone_outcome_cursor_visible,8-bit boolean,high,established,session init writes1; six-outcome completion and reset paths clear,state-2 0x004110C3 render gate,Enabled during six-Drone mission progression and cleared when processed count reaches six,Presentation visibility flag
WIN-GL-179,windows,0x0042B178,mini_explosion_entity_capacity,32-bit scalar,high,established,static/session initialization,miniexp1 pool initialization/emission/render bounds,state-2 scaled loop uses value as upper bound; canonical value 110,Bounds common-entity pool rooted at 0x00480318
WIN-GL-180,windows,0x004460B6,drone_hover_phase2_ticks,16-bit unsigned counter,high,established,state-2 Y=44 resets; unresolved Y=45 increments,state-2 timeout comparison at 4200,0x0040E57A..0x0040E5B2 resets at Y44 and increments at Y45; exact compare 0x1068,Normal unresolved Drone hover timer; destructive handoff begins at exact 4200 when detonation countdown is idle
WIN-GL-181,windows,0x004D9600,drone_settlement_tick,32-bit signed scalar,high,established,full session init=61; phase2 increments below61; normal Drone Y230 resets0; transition reset tail writes61,normal Y>230 transition checks exactly60; detonation/restart paths also read/write,0x00417F6A..0x00417F75 init; 0x0040C081..0x0040C087 phase2 increment; 0x0040E713..0x0040E760 normal reset/gate; 0x0041E33B writes61,Shared objective settlement scalar with exact phase ordering
WIN-GL-182,windows,0x0045BEEA,probe_decode_status,8-bit status,high,established,session reset clears; Probe decode progression writes intermediate/completed values; Y>230 normal Drone path clears,state-2 Drone movement and late HUD status rendering,Completed value1 suppresses unresolved approach increment and enables later +1 departure movement; value3 is independently observed in Probe decode presentation,Normal Drone owner consumes only semantic completed status; exact decoder remains special-weapon producer
WIN-GL-183,windows,0x00491CAC,drone_destruction_countdown,16-bit unsigned scalar,high,established,session/reset initializes100; timeout and rapid/Stinger collision producers write0; pre-phase state2 increments,pre-phase state2 countdown/palette path,Idle comparison >=100; trigger increment 98->99 then immediate 99->100 before 0x0041D220; timeout producer requires value>99 at Y45 hold count4200,Shared logical pre-detonation countdown; presentation palette ramp driven by intermediate values remains fidelity work
WIN-GL-184,windows,0x004460B2,drone_destruction_settlement_phase0_ticks,16-bit unsigned contextual field at Drone +0x32,high,established,detonation trigger resets; 0x0041E4D0 resets at tick329 and increments after329,early state2 activity2 destruction-settlement gate,0x0040C172 compares >70; 0x0041E621 zeroes at tick329; 0x0041E636 increments when tick>329 on eligible phase0 effect calls,Contextual common-entity overlay; semantic name applies to Drone destruction only
