id,area,claim,confidence,status,primary_evidence,cross_check,implementation,documentation
DOS-MOTHERSHIP-001,gameplay/mothership/assets,"DOS 0x0006C964 independently loads the same hull0..3, panel0..3, damage0/1, hub, motor and hole Mothership asset cluster as Win32 0x00413290; DOS 0x0006CDB0 is the paired guarded cleanup.",high,established,BIN-DOS-SW-01 LE object-4 string fixups into 0x0006C964..0x0006CDAC; paired cleanup 0x0006CDB0,Win32 load/release pair 0x00413290/0x00413870 owns equivalent named assets and common-entity cleanup,scripts/find_dos_le_internal_xrefs.py; reverse/dos/mothership_asset_xrefs.csv,docs/reverse/MOTHERSHIP.md; docs/reverse/DOS_WINDOWS_CORRESPONDENCE.md
WIN-BOSS-001,gameplay/boss/lid-top,"Win32 0x00417350/0x00417450 load and release one coherent Lid/Top boss resource family: nine 36x40 lid.jba frames, one 68x56 top.jba frame, retro1.wav and level1.wav.",high,established,BIN-WIN-SW-01 0x00417350..0x00417497 literal loads/extractions/releases,Common-entity constructors at 0x00407FF0/0x0040800B establish dimensions; update 0x00416700 consumes same objects/audio,scripts/analyze_sprite_sheets.py; manifests/recovered_sprite_frames.csv,docs/reverse/LID_TOP_BOSS.md
WIN-BOSS-002,gameplay/boss/lid-top,"The Lid/Top boss active update at 0x00416700 handles combat and, when lid activity state 2 reaches a +0x34 counter of 25, awards +100 score/progress and transitions the top/root entity to activity state 2.",high,established,BIN-WIN-SW-01 0x00416BE4..0x00416CDB plus ensuing explosion/debris path,Supplied README documents Destroy Boss = 100,src/gameplay/scoring.cpp generic signed award semantics,docs/reverse/LID_TOP_BOSS.md; docs/ORIGINAL_BEHAVIOR.md
WIN-BOSS-003,gameplay/boss/progression,"When canonical drone_target_entity.position_y (0x00446084, common entity +0x04) reaches -200, state 2 selects one of six boss initializers using drone_outcome_processed_count; Lid/Top is selected for counts 0 and 4.",high,established,BIN-WIN-SW-01 0x0040E80B..0x0040E849; jump table 0x00411E24,0x00446080 is independently established as the drone.jba entity root; demo channels record/replay the same X/Y fields; README states boss ships appear immediately before Drones,,docs/reverse/LID_TOP_BOSS.md; docs/reverse/WORLD_SCENERY.md
WIN-WORLD-001,gameplay/world/scenery,"Win32 uses a contiguous three-screen indexed scenery buffer at 0x004D9598; top/mid/bottom 320x200 JBA payloads are copied to offsets 0, 0xFA00 and 0x1F400.",high,established,BIN-WIN-SW-01 session init 0x00417F50 and transition routine 0x0041D690 branches,Every copied decoded JBA block is exactly 64000 bytes,manifests/world_scenery_roles.csv,docs/reverse/WORLD_SCENERY.md
WIN-WORLD-002,gameplay/world/shareware,"The post-outcome branch for processed Drone count 2 is a dedicated shareware termination gate: it loads deserbot.jba, writes game_state_raw=2, sets player_lives=0 and returns toward post-game processing instead of loading a third scenery family.",high,established,BIN-WIN-SW-01 0x0041DD55..0x0041DD81 indexed by table 0x0041E400,Supplied README explicitly states shareware contains two levels; later isle/house/night JBA names are absent from installed shareware corpus,manifests/world_scenery_roles.csv,docs/reverse/WORLD_SCENERY.md; docs/ORIGINAL_BEHAVIOR.md
DOS-MOTHERSHIP-002,presentation/mothership,"DOS 0x00085D10 is a Mothership/orders presentation routine, not the live Mothership +500 destruction producer: it loads/plays thunder2.clv, loads/releases the Mothership asset family and cycles order1.jba through order5.jba without modifying score or the live Mothership-result scalar.",medium,established,BIN-DOS-SW-01 0x00085D10 callers/body and LE string xrefs for thunder2/order1..5; no score or ds:0x4CE60 accesses in recovered body,Separate DOS high-score path reads live Mothership result ds:0x4CE60; direct xrefs only reset/high-score reads,scripts/find_dos_le_internal_xrefs.py,docs/reverse/MOTHERSHIP.md
WIN-BOSS-004,gameplay/boss/progression,"The six-entry Win32 boss dispatch is Lid/Top, Gemini, registered-slot2-unknown, Spidey, Lid/Top reused, Bomber for processed Drone counts 0..5; shareware campaign normally reaches only slots 0 and 1.",high,established,BIN-WIN-SW-01 state2 thunks 0x0040E828..0x0040E844 and active-update calls 0x0040E858..0x0040E8C0,world transition explicitly terminates after processed outcome 2; README says shareware has two levels,src/gameplay/boss_progression.cpp; tests/test_gameplay.cpp,docs/reverse/BOSS_PROGRESSION.md; docs/reverse/WORLD_SCENERY.md
WIN-BOSS-005,gameplay/boss/gemini,Gemini boss lifecycle is update 0x00405000 / init 0x00405EF0 / load 0x00405FB0 / release 0x00406190; loader builds a shared 30-frame 56x41 body bank from Gemini1/2 plus 43x34 Gemhead and loads Gemini.wav/Level2.wav.,high,established,BIN-WIN-SW-01 loader literals/frame extraction and state2/init callers,all five Gemini resources are present/hashable in canonical Windows shareware corpus; 31 unique frames reproduce,scripts/analyze_boss_resources.py; scripts/analyze_sprite_sheets.py,docs/reverse/GEMINI_BOSS.md
WIN-BOSS-006,gameplay/boss/spidey,Spidey lifecycle is update 0x00414D80 / init 0x00415AC0 / load 0x00415C80 / release 0x00415F40; state2 counter 45 reaches a +100 score/progress destruction milestone.,high,established,"BIN-WIN-SW-01 Spidey resource literals, dispatch/update calls and destruction arithmetic",registered Spidey resource names are absent from supplied shareware corpus,manifests/boss_resource_roles.csv,docs/reverse/SPIDEY_BOSS.md
WIN-BOSS-007,gameplay/boss/bomber,Bomber lifecycle is update 0x00403650 / init 0x00404350 / load 0x004044B0 / release 0x00404690; state2 counter 60 reaches a +100 score/progress destruction milestone.,high,established,"BIN-WIN-SW-01 Bomber resource literals, dispatch call 0x0040E8C0, and destruction arithmetic",registered Bomber resource names are absent from supplied shareware corpus,manifests/boss_resource_roles.csv,docs/reverse/BOMBER_BOSS.md
WIN-BOSS-008,gameplay/boss/registered-slot2,"Boss slot 2 retains a complete combat/update path at 0x00406CC0, init 0x00407980 and guarded release 0x00407AB0, including direct indexed-pixel damage and a state2 counter45 +100 destruction milestone, but no dedicated loader/resource identity is established in the canonical shareware PE.",high,established,BIN-WIN-SW-01 dispatch/update/release paths and pixel-mutation/destruction code,shareware campaign terminates before slot2; guard 0x004D95C0 has no established set-to-1 writer,manifests/boss_resource_roles.csv,docs/reverse/REGISTERED_BOSS_SLOT2.md
DOS-DEMO-002,demo/timing,"The DOS active gameplay loop uses demo_frame_index at data offset 0x4CE8C as a replay clock: it resets to 0, increments exactly once per gameplay iteration when playback or recording is enabled, and terminates the replay path when index >= 0x82F (2095).",high,established,BIN-DOS-SW-01 0x00077C34-0x00077C46 increment gate; 0x000781DE reset; 0x000782E0 terminal compare,"Win32 state2 independently uses identical reset/pre-increment/0x82F semantics at 0x00417FE0, 0x0040BFE5-0x0040BFFB and 0x0040C33D",include/drone/gameplay/demo_replay.hpp; tests/test_gameplay.cpp,docs/reverse/DEMO_REPLAY.md; docs/TIMING.md
DOS-TIME-003,timing/video,"Canonical DOS startup explicitly selects BIOS video mode 0x13 through INT 10h AH=0 before gameplay; with sync enabled the active gameplay tail gates on VGA vertical retrace. Standard VGA mode 13h is 320x200x256 at nominal ~70.086 Hz, providing the historical DOS display-sync cadence reference.",high,established,BIN-DOS-SW-01 0x0006E005 passes 0x13 to 0x00067E50; 0x00067E50 constructs INT 10h AH=0 call; gameplay retrace gate 0x0007DC89,BIOS mode 13h specification is 320x200x256; modern VGA timing references report ~70.086 Hz for standard mode 13h,,docs/TIMING.md; reverse/dos/README.md
XBLD-TIME-001,timing/cross-build,"Ordinary sync-enabled DOS gameplay advances one logical replay/update step and performs one VGA retrace wait at the gameplay tail; eight exceptional DOS retrace sites align in order with eight Win32 DirectDraw vblank sites, while the ordinary Win32 tail uses the QPC guard. Standard mode-13h refresh therefore defines the canonical DOS fidelity tick (~70.0863 Hz).",high,established,DOS 0x00077C34 replay increment + 0x0007DC89/0x0007DC92 ordinary sync tail; Win32 0x0040BFE5 replay increment + 0x0041144D QPC tail; pacing-site manifests,Eight special wait pairs: DOS 0x777C0/0x77919/0x77945/0x779DA/0x77BC6/0x78461/0x7880E/0x7CB9A correspond to Win32 0x40BB44/0x40BCB5/0x40BCEC/0x40BD77/0x40BF55/0x40C4B9/0x40C7FF/0x410739,include/drone/gameplay/timing.hpp; tests/test_gameplay.cpp,docs/TIMING.md; reverse/windows/state2_pacing_sites.csv; reverse/dos/gameplay_pacing_sites.csv
WIN-FLY-004,formats/gameplay/trajectory,Win32 trajectory updater 0x00415FA0 advances trajectory-owned entity +0x32 by signed 16-bit step +0x36 and resets the index to zero when it exceeds +0x38; the resulting index selects parallel X/Y/AUX arrays.,high,established,BIN-WIN-SW-01 0x0041613D..0x00416156 and 0x0041630C..0x0041632E,Trajectory initializers seed +0x32/+0x36/+0x38 with path-specific values,src/gameplay/trajectory.cpp; tests/test_gameplay.cpp,docs/formats/FLY.md; docs/reverse/STRUCTURE_RECOVERY.md
WIN-FLY-005,formats/gameplay/trajectory,"For normal active trajectory entities during animation-phase update, FLY AUX controls current sprite frame: AUX <= 1 is a signed relative byte delta; AUX > 1 sets frame to AUX-2; frame >= frame_count wraps to 0 and negative frame wraps to frame_count-1.",high,established,BIN-WIN-SW-01 0x004163F6..0x00416449,"Canonical AUX ranges map naturally to frame banks: Loop 0/1, Newcurly 2..33, Swarm 2..17, Swoop 2",src/gameplay/trajectory.cpp; tests/test_gameplay.cpp,docs/formats/FLY.md
WIN-FLY-006,formats/gameplay/trajectory,"The one-record-short Rightdiv.fly and Swarm.fly files do not require fabricated gameplay samples in canonical recovered path cycles: Rightdiv is selected by replay slots 1/2 whose entities cap path index at 117, while static Swarm groups cap at 945; therefore missing loader indices 118 and 949 are unreachable in those cycles.",high,established,BIN-WIN-SW-01 Rightdiv loader 0x00408D0C..0x00408DC1; slot1/2 initialization 0x00409150..0x00409271 sets +0x38=0x75; Swarm loader 0x00408DDF..0x00408E9C; group3/4 initialization 0x00409273..0x0040942D sets +0x38=0x3B1,Canonical Demo*.dat trajectory family selections 0/1 target only group slots 1/2; update_trajectory_groups wraps +0x32 when >+0x38,manifests/fly_trajectories.csv,docs/formats/FLY.md
WIN-TRAJ-002,gameplay/trajectory/groups,"The canonical Win32 trajectory pool contains 17 fixed 0x2148-byte group records. Group +0x00 is a mode byte (0 inactive, 1 persistent loop, 2 retire-on-path-wrap, 10 breakaway), +0x02 is active_entity_count, +0x0C/+0x0E are stagger counter/interval, and +0x10 is activated_entity_count.",high,established,"BIN-WIN-SW-01 0x00415FA0 group loop plus session/group initialization; base 0x00495CF0, count 0x0042B18C",Fixed inline entity indexing agrees with 0x154 entity stride and 0x2148 next-group distance,include/drone/gameplay/trajectory.hpp; src/gameplay/trajectory.cpp; tests/test_gameplay.cpp,docs/reverse/TRAJECTORY_GROUPS.md; docs/PHASE2.md
WIN-TRAJ-003,gameplay/trajectory/groups,"Non-primary trajectory groups increment a signed 16-bit stagger counter each update and activate the next inline entity only when it equals the configured interval; activation increments both active_entity_count and activated_entity_count. In mode 2, a following entity that wraps its path retires, and a zero active count inactivates the group and decrements the global active-group count.",high,established,"BIN-WIN-SW-01 0x00415FA0 stagger, path-wrap, retirement and teardown branches","Transient wave setup seeds mode 2, first entity active, active count 1, activated count 1 and increments global active-group count",src/gameplay/trajectory.cpp; tests/test_gameplay.cpp,docs/reverse/TRAJECTORY_GROUPS.md
WIN-TRAJ-004,gameplay/trajectory/groups,"Live non-primary fully activated trajectory groups can randomly convert to mode 10 breakaway when update phase is 2 and rand()%300 is below processed Drone count. Each active entity then uses 16.16 coordinates, axis speed starting 0x8000 and increasing by 700 to 0x28000, targets just outside the screen, horizontal travel-direction animation, and retirement outside X -59..320 / Y -59..200.",high,established,BIN-WIN-SW-01 0x00415FA0 breakaway gate/setup/update/offscreen branches,Demo playback and recording flags explicitly suppress conversion; group zero-active teardown reuses the common retirement path,src/gameplay/trajectory.cpp; tests/test_gameplay.cpp,docs/reverse/TRAJECTORY_GROUPS.md
WIN-STATE-003,state/ui,"The seven visible Win32 main-menu selections map exactly to game-state transitions: START GAME->2, INSTRUCTIONS->3, ORDERING INFORMATION->7, HIGH SCORES->8, CONFIGURE JOYSTICK performs an immediate handler call with no state assignment, PLAY DEMO->13, and EXIT DRONE->0.",high,established,BIN-WIN-SW-01 run_main_menu 0x00418AC0; selection jump table at 0x00419CCE and literal menu rendering,"Selection-specific post-menu calls invoke instructions 0x0041C4B0, ordering 0x0041B730 and high-score 0x0041AFB0",include/drone/gameplay/game_state.hpp; src/gameplay/game_state.cpp; tests/test_gameplay.cpp,reverse/windows/state_machine.md
WIN-STATE-004,state/gameplay,"Win32 gameplay overlay states are 5 pause, 6 quit-game confirmation, and 99 the nine-lives/high-score-disqualification notice. The pause and quit paths originate from P/Escape input, state 99 from the L cheat, and all three have an R-resume path back to active gameplay state 2.",high,established,"BIN-WIN-SW-01 state-2 input/overlay region around 0x0040C379..0x0040C7FF with GAME PAUSED, QUIT GAME?, <R> RESUMES and nine-lives/disqualification literals",High-score disqualification flag and player_lives=9 are already independently mapped from the L-key path,src/gameplay/game_state.cpp; tests/test_gameplay.cpp,reverse/windows/state_machine.md; docs/reverse/HIGH_SCORES.md
WIN-STATE-005,state/protocol,"The Win32 top-level dispatcher directly handles only raw states 0..5. State 1 performs a full session reset before main-menu entry; state 4 re-enters the same menu without that pre-reset. Both menu-entry paths consume demo-launch sentinel 13 by setting demo playback, resetting replay index to zero and entering active gameplay state 2.",high,established,BIN-WIN-SW-01 0x0040BA50..0x0040BAB9 and 0x00411D41..0x00411D83,Instructions modal loops while state 3 and exits via state 4; menu PLAY DEMO writes 13,src/gameplay/game_state.cpp; tests/test_gameplay.cpp,reverse/windows/state_machine.md; docs/reverse/DEMO_REPLAY.md
WIN-TRAJ-005,gameplay/trajectory/templates,"The canonical Win32 startup path constructs all 17 fixed trajectory-group templates in one contiguous initializer, establishing per-group path family, entity count, mode/active count, zero group offsets, stagger interval, inclusive path end, sprite dimensions, frame count, and non-default slot seeds/formation offsets.",high,established,BIN-WIN-SW-01 0x00409060..0x00409CD5,Group bases advance exactly by the independently established 0x2148 pool stride; FLY/generated pointer descriptors agree with loader/generator globals,include/drone/gameplay/trajectory_templates.hpp; src/gameplay/trajectory_templates.cpp; tests/test_gameplay.cpp; manifests/trajectory_group_templates.csv,docs/reverse/TRAJECTORY_GROUPS.md
WIN-TRAJ-006,gameplay/trajectory/templates,"Static group 15 is runtime-wired to generated trajectory descriptor 0x004462E0 with inclusive end 422, but its inactive startup entity X/Y seeds are read from the other generated descriptor 0x004462F0; clean metadata preserves the mismatch instead of silently normalizing it.",high,established,BIN-WIN-SW-01 group15 header 0x00409B84 and entity initializer 0x00409BC8..0x00409BEF,The two generated descriptor triplets are independently allocated/generated at 0x004087EB..0x0040897C; live group update consumes the header-selected descriptor,src/gameplay/trajectory_templates.cpp; tests/test_gameplay.cpp; manifests/trajectory_group_templates.csv,docs/reverse/TRAJECTORY_GROUPS.md
WIN-TIME-005,timing/gameplay-phase,Win32 shared gameplay value 0x0053C4D8 is advanced once near the start of state 2 as a four-phase signed cycle 0->1->2->3->0; phase 2 is reused as a slower-work gate by trajectory AUX animation/breakaway and multiple other established gameplay effects.,high,established,BIN-WIN-SW-01 0x0040C001..0x0040C01D plus state-2 consumers including 0x00415FA0,The value is passed/read repeatedly later in the same state-2 orchestrator; this substep protocol is independent of unresolved Win32 QPC wall-clock frequency,include/drone/gameplay/gameplay_phase.hpp; src/gameplay/gameplay_phase.cpp; tests/test_gameplay.cpp,docs/reverse/GAMEPLAY_UPDATE_PHASE.md; docs/TIMING.md
WIN-DRONE-001,gameplay/drone/detonation,"The formerly unnamed post-trajectory state-2 call 0x0041E4D0 is the Drone detonation effect updater. It is called with the shared gameplay phase and runs its expensive effect body only when phase==0, drone_detonation_tick>25, and the Drone common entity activity byte is 2; it emits randomized explosion sprites around the captured Drone center and advances the late destruction-settlement field after tick 329.",high,established,BIN-WIN-SW-01 0x0040DEE0..0x0040DEE9 call site; 0x0041D220 detonation setup; 0x0041E4D0..0x0041E6C7 updater,"0x0042B1B0 resets to 0 on detonation, increments once per state-2 update to cap 330, and the Drone +0x32 field is later tested >70 to advance the destruction/result path",gameplay phase helper/test provides the exact phase protocol; direct framebuffer effect intentionally remains in fidelity reconstruction,docs/reverse/GAMEPLAY_UPDATE_PHASE.md; docs/reverse/DRONE_OUTCOMES.md
WIN-COLL-003,gameplay/collision,"Win32 0x00402FC0 is an asymmetric entity-overlap broad phase: entity A contributes a collision rectangle centered within its sprite from +0x28/+0x2A, while entity B contributes its full +0x20/+0x22 sprite rectangle; edge comparisons are inclusive.",high,established,BIN-WIN-SW-01 0x00402FC0 and state-2 callers,Independent +0x28/+0x2A and +0x20/+0x22 field meanings are already established,src/gameplay/collision.cpp; tests/test_formats.cpp,docs/reverse/COLLISION.md
WIN-FX-002,gameplay/effects/particles,"The 0x00472B00 effect pool uses active 0x61C groups containing 0x18-byte particle records whose update at 0x00402B40 performs velocity motion, 320x200 retirement, rand low-nibble gravity/lifetime gates, exact visual-code transitions, active-count decrement and zero-count group teardown.",high,established,BIN-WIN-SW-01 0x004027B0 producer; 0x00402B40 updater; 0x00402CA0 renderer,Producer record writes align exactly with updater/renderer field accesses,include/drone/gameplay/debris_effects.hpp; src/gameplay/debris_effects.cpp; tests/test_gameplay.cpp,docs/reverse/GAMEPLAY_EFFECTS.md
WIN-FX-003,gameplay/effects/sprite-debris,"Three parallel 15-entry common-entity debris pools are visually identified as junk1.jba (7x7), junk2.jba (12x9), and wheel.jba (5x5); 0x004032C0 dispatches active entries to 0x00403330 for velocity motion, screen retirement, random vertical acceleration, and signed-byte frame stepping at family-contextual offset +0x32.",high,established,BIN-WIN-SW-01 asset initialization/frame extraction around 0x004084F3/0x00409ECC-0x0040A00F and updater 0x004032C0/0x00403330,Pool bases differ by common 0x154 stride and each loop spans exactly 15 entities,include/drone/gameplay/debris_effects.hpp; src/gameplay/debris_effects.cpp; tests/test_gameplay.cpp,docs/reverse/GAMEPLAY_EFFECTS.md
WIN-WORLD-003,render/world/scrolling,Win32 0x004033D0 composes the visible 320x200 indexed framebuffer from the 320x600 three-screen scenery buffer using scroll row 0x004D9590: rows 0..400 copy contiguously; starts 401..599 split at row 600 and wrap to world row 0.,high,established,BIN-WIN-SW-01 0x004033D0 called at state-2 0x004100D8,Existing scenery loaders independently establish a 192000-byte 320x600 source layout,include/drone/fidelity/world_viewport.hpp; src/fidelity/world_viewport.cpp; tests/test_gameplay.cpp,docs/reverse/WORLD_SCENERY.md; docs/reverse/GAMEPLAY_UPDATE_PHASE.md
WIN-RENDER-002,rendering/scaled-sprites,"Win32 0x00403460/0x00413940 form a scaled transparent sprite path: entity +0x24/+0x26 are destination render width/height, scaling uses 16.16 nearest-neighbor source steps, clipping is 320x200, and palette index zero remains transparent.",high,established,BIN-WIN-SW-01 0x00403460 wrapper and 0x00413940 scaler,Unscaled 0x00401660 independently establishes frame table/current-frame and index-zero transparency,reverse structure field promotion; function ledger,docs/reverse/FRAMEBUFFER_PIPELINE.md; docs/reverse/STRUCTURE_RECOVERY.md
WIN-FRAME-001,gameplay/orchestration,The ordinary Win32 state-2 path has a sharp simulation-to-presentation boundary at call site 0x004100D8: collision/effect and debris updates precede 0x004033D0 world viewport composition; sprite/effect rendering follows; HUD/shield then QPC pacing and framebuffer presentation remain later.,high,established,BIN-WIN-SW-01 state-2 region 0x0040E8E0..0x004115A5 with newly classified calls 0x00402B40/0x004032C0/0x004033D0/0x00402CA0/0x00403460,"Known trajectory, boss, detonation, HUD, QPC and present anchors already bracket the same ordering",include/drone/gameplay/gameplay_update_order.hpp; src/gameplay/gameplay_update_order.cpp; tests/test_gameplay.cpp,docs/reverse/GAMEPLAY_UPDATE_PHASE.md
WIN-DRONE-002,render/drone/detonation,Win32 0x0041EBE0 is a direct-indexed-framebuffer radial/noise renderer used by the Drone detonation render branch; it draws clipped randomized mirrored/radial points around the captured detonation center with palette values 0x32..0x3C.,high,established,BIN-WIN-SW-01 0x0041097A..0x004109C9 call gates and 0x0041EBE0 body,Same center/tick globals are owned by the independently recovered Drone detonation trigger/updater,function/render ledger,docs/reverse/GAMEPLAY_UPDATE_PHASE.md; docs/reverse/DRONE_OUTCOMES.md
WIN-WORLD-004,gameplay/world/scrolling,"Win32 active gameplay initializes world_scroll_row 0x004D9590 to 599 and, only when the shared four-phase gameplay substep equals 2, decrements it by one; exactly -1 wraps to 599. No other active-gameplay writer exists in the canonical PE.",high,established,BIN-WIN-SW-01 initializer 0x00418206; state-2 update 0x0040C08D..0x0040C0A7; complete PE xref set for 0x004D9590,0x004033D0 consumes the resulting 0..599 row as the 320x600 viewport start; 0x0041B730 has a separate modal-only reuse,include/drone/gameplay/world_scroll.hpp; src/gameplay/world_scroll.cpp; tests/test_gameplay.cpp,docs/reverse/WORLD_SCENERY.md; docs/reverse/GAMEPLAY_UPDATE_PHASE.md
WIN-WORLD-005,ui/ordering/world-background,"Ordering Information is the only non-gameplay owner of world_scroll_row: it resets the row to 0, runs an independent local 0->1->2->0 phase, decrements/wraps on local phase 2, and 0x00403560 copies only framebuffer rows 35..179 (145 rows) from the cyclic 320x600 scenery stack.",high,established,BIN-WIN-SW-01 run_ordering_information 0x0041B938..0x0041B991 and compositor 0x00403560,0x00403560 is called only from the state-7 ordering modal and preserves the UI bands outside rows 35..179,include/drone/gameplay/world_scroll.hpp; src/gameplay/world_scroll.cpp; include/drone/fidelity/world_viewport.hpp; src/fidelity/world_viewport.cpp; tests/test_gameplay.cpp,docs/reverse/WORLD_SCENERY.md; reverse/windows/state_machine.md
WIN-DRONE-003,gameplay/drone/progression,0x00446084 is not a scenery/world-scroll coordinate: 0x00446080 is the canonical drone.jba common-entity root and +0x04 is its position_y field. State 2 dispatches the pre-Drone boss exactly when that Drone entity Y equals -200; demo channels 13/14 record/replay the same entity X/Y.,high,established,BIN-WIN-SW-01 common entity root/load 0x00407F69/0x0040A06B; state-2 Drone motion/record/replay 0x0040E4B5..0x0040E849; common structure +0x04=position_y,"Session init writes Drone (155,-850); special Probe targeting and demo replay independently identify 0x00446080 as drone.jba entity",include/drone/gameplay/world_scroll.hpp; src/gameplay/world_scroll.cpp; tests/test_gameplay.cpp,docs/reverse/WORLD_SCENERY.md; docs/reverse/BOSS_PROGRESSION.md; docs/reverse/DEMO_REPLAY.md
WIN-DRONE-004,gameplay/drone/progression,"Normal Drone resolution commits the disarmed outcome at exactly Y=201 when activity is not destruction state 2; an unresolved current slot becomes 1, processed count increments, and Drone Y is set to 202. At Y=230 settlement scalar 0x004D9600 resets; it advances only on gameplay phase 2 and the mission transition fires after Y>230 when the scalar reaches exactly 60.",high,established,BIN-WIN-SW-01 state2 0x0040E6D4..0x0040E760 plus phase-2 scalar update 0x0040C081..0x0040C087,Outcome value 1 independently reduces as Disarmed in post-game results; four-phase scheduler already established,include/drone/gameplay/mission_progression.hpp; src/gameplay/mission_progression.cpp; tests/test_gameplay.cpp,docs/reverse/DRONE_OUTCOMES.md; docs/PHASE2.md
WIN-PROG-001,gameplay/progression/session-reset,"Win32 initialize_gameplay_session 0x00417F50 has two fidelity-significant scopes: argument 1 performs the full campaign/new-game reset, while argument 0 jumps over campaign-wide score/lives/outcomes/processed-count/scenery initialization into the shared per-encounter reset. The post-Drone transition deliberately calls argument 0.",high,established,BIN-WIN-SW-01 0x00417F50 entry/control split and run_mission_outcome_transition call 0x0041E25C..0x0041E268,Argument-1 writers reset outcomes/processed count/lives; argument-0 target begins at shared encounter initialization block,include/drone/gameplay/mission_progression.hpp; tests/test_gameplay.cpp,docs/reverse/DRONE_OUTCOMES.md; docs/reverse/WORLD_SCENERY.md
WIN-PROG-002,gameplay/progression/interstitial,"Win32 0x0041D690 is run_mission_outcome_transition: it counts processed Disarmed/Detonated outcomes, selects cumulative goodN or badN result art from the last outcome, selects deepness.wav for Disarmed or detonate.wav otherwise, then selects mission1..5 or miss6yes/miss6no where mission6-yes requires zero detonations.",high,established,BIN-WIN-SW-01 0x0041D6C5..0x0041D8D0,Same six-entry outcome ledger and processed count are independently established by state2 commits and final-results reduction,include/drone/gameplay/mission_progression.hpp; src/gameplay/mission_progression.cpp; tests/test_gameplay.cpp,docs/reverse/DRONE_OUTCOMES.md; docs/PHASE2.md
WIN-PROG-003,gameplay/progression/endgame,"The compiled six-way post-Drone transition has a canonical shareware stop after processed objective 2. Dormant branches 3-5 stage isle/house/night progression; at processed objective 6, zero cumulative detonations reload river scenery, perform encounter-only reset, release Bomber and load/stage the Mothership, while any detonation forces the terminal/results path.",high,established,"BIN-WIN-SW-01 0x0041DBEE..0x0041E345, especially 0x0041E157 and 0x0041E268..0x0041E33B",README documents two-level shareware limit; Mothership loader/resource family and final-results conditions independently established,include/drone/gameplay/mission_progression.hpp; src/gameplay/mission_progression.cpp; tests/test_gameplay.cpp,docs/reverse/WORLD_SCENERY.md; docs/reverse/MOTHERSHIP.md; docs/PHASE2.md
WIN-RESULT-003,gameplay/results/control-flow,Active Win32 state 2 enters the inline post-game region at 0x004115BE when player_lives <= 0. Byte 0x0042F1FC independently suppresses result-screen and Ordering Information presentation on abort paths but does not gate later high-score qualification.,high,established,BIN-WIN-SW-01 0x0040BAB9-0x0040BAC2; 0x004116C2; 0x00411C62; session reset/quit/demo writers of 0x0042F1FC,High-score gate at 0x00411C8E tests demo playback and high-score disqualification but not 0x0042F1FC,include/drone/gameplay/post_game.hpp; src/gameplay/post_game.cpp; tests/test_gameplay.cpp,docs/reverse/POST_GAME_FLOW.md
WIN-RESULT-004,gameplay/results/statistics,"The Win32 result screen renders Alien Ships Hit, Missed, Total, Percentage Hit, Score, and Disarmed Drones in that order; missed is total-hit and percentage is integer (hit*100)/total. Confirmation is locked for exactly 58 present/vblank iterations before input is accepted.",high,established,BIN-WIN-SW-01 0x004118C9-0x00411AD0 statistics; 0x00411AEA-0x00411AF4 0x3A countdown; 0x004174A0 input poll,"Recovered Disarm result artwork labels the same six fields, including Percentage Hit",include/drone/gameplay/post_game.hpp; src/gameplay/post_game.cpp; tests/test_gameplay.cpp,docs/reverse/POST_GAME_FLOW.md
WIN-RESULT-005,gameplay/results/high-score,"Post-results qualification invokes run_high_score_table(1, qualifying_index, disarmed_count), while menu display uses (0,0,0). Qualifying index 0 follows an original quirk: it writes the candidate with placeholder ENTER YOUR NAME but skips interactive name entry and does not call save_high_scores_file; indices >0 edit and persist.",high,established,BIN-WIN-SW-01 0x00411C8E onward caller and 0x0041AFB0 insertion branches; save_high_scores_file call site on index>0 path,Existing strict qualifier/insertion semantics and 25-character editor independently recovered,include/drone/gameplay/post_game.hpp; src/gameplay/post_game.cpp; tests/test_gameplay.cpp,docs/reverse/HIGH_SCORES.md; docs/reverse/POST_GAME_FLOW.md
WIN-RESULT-006,gameplay/results/credits,"The perfect compiled completion result (six disarmed Drones plus Mothership core destruction state 2) runs 0x00404720 after high-score handling; that routine is the credits sequence using credits.wav, credit1.jba and credit2.jba. Ordinary no-score post-game returns state1, ordinary qualifying insertion returns state4, and perfect completion returns state1.",high,established,BIN-WIN-SW-01 post-results tail through 0x00411D86; 0x00404720 resource xrefs to credits.wav/credit1.jba/credit2.jba,Same six-disarm + Mothership predicate independently selects disarm6m.jba and hiphop.wav,include/drone/gameplay/post_game.hpp; src/gameplay/post_game.cpp; tests/test_gameplay.cpp,docs/reverse/POST_GAME_FLOW.md; docs/reverse/DRONE_OUTCOMES.md
WIN-INPUT-001,input/joystick,"Win32 0x00406AC0 polls a 0x50-byte DirectInput joystick state and 0x00420090 normalizes it into four independent axis-direction bytes using an exact +/-360 dead zone plus four configured button-action bytes for rapid fire, special load/cycle, special launch and shield.",high,established,BIN-WIN-SW-01 0x00406AC0..0x00406B07 and 0x00420090..0x00420154,State-2 consumers OR the resulting bytes with the corresponding keyboard controls,include/drone/gameplay/input.hpp; src/gameplay/input.cpp; tests/test_gameplay.cpp,docs/reverse/INPUT.md
